MainRegion,Region,Location,Latitude,Longitude,Year,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,Elevation,Slope,Aspect,NDVI,EVI,PFG_days,SFG_days,NFG_days,PFG_dewpoint_temperature_2m,PFG_lake_ice_depth,PFG_skin_reservoir_content,PFG_snow_albedo,PFG_snow_depth,PFG_soil_temperature_level_1,PFG_soil_temperature_level_2,PFG_soil_temperature_level_3,PFG_soil_temperature_level_4,PFG_surface_latent_heat_flux_sum,PFG_surface_pressure,PFG_surface_solar_radiation_downwards_sum,PFG_temperature_2m,PFG_total_precipitation_sum,PFG_u_component_of_wind_10m,PFG_v_component_of_wind_10m,SFG_dewpoint_temperature_2m,SFG_lake_ice_depth,SFG_skin_reservoir_content,SFG_snow_albedo,SFG_snow_depth,SFG_soil_temperature_level_1,SFG_soil_temperature_level_2,SFG_soil_temperature_level_3,SFG_soil_temperature_level_4,SFG_surface_latent_heat_flux_sum,SFG_surface_pressure,SFG_surface_solar_radiation_downwards_sum,SFG_temperature_2m,SFG_total_precipitation_sum,SFG_u_component_of_wind_10m,SFG_v_component_of_wind_10m,NFG_dewpoint_temperature_2m,NFG_lake_ice_depth,NFG_skin_reservoir_content,NFG_snow_albedo,NFG_snow_depth,NFG_soil_temperature_level_1,NFG_soil_temperature_level_2,NFG_soil_temperature_level_3,NFG_soil_temperature_level_4,NFG_surface_latent_heat_flux_sum,NFG_surface_pressure,NFG_surface_solar_radiation_downwards_sum,NFG_temperature_2m,NFG_total_precipitation_sum,NFG_u_component_of_wind_10m,NFG_v_component_of_wind_10m,skin_reservoir_content,skin_temperature,snow_albedo,snow_depth,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,surface_latent_heat_flux_sum,surface_pressure,surface_solar_radiation_downwards_sum,temperature_2m,total_precipitation_sum,u_component_of_wind_10m,v_component_of_wind_10m,ALT_Max
Russia,Kamchatka,"Ploskii Tolbachik (Kamchatka)",55.7507,160.2896,2011,16,15,9,7,11,1792,0.00948539748895285,22.5587719572985,240.521739130435,11.4347826086957,202,272,92,254.723870079116,0.922324657440186,0.000246492395847544,0.813053115563031,1.30448868251083,271.48544662463,271.850269626076,272.992906721512,275.02802033629,-128800.346534653,86423.1913288985,8098505.98149487,259.079681484613,0.0018456932415031,-0.77549552150292,-0.746332966848568,258.970155678543,0.830111682415009,0.000226698222332725,0.770267366194258,1.12451022279029,272.227408266535,272.50850678659,273.436411885654,275.16186595898,-518932.779411765,86622.6489742504,10469245.5104397,263.16945363961,0.00183091528260397,-0.614499830586069,-0.64840563167544,278.718551338583,0.0222347099334002,6.72810238556585e-05,0.818457650965539,0.0158333156419837,285.036896560503,283.94674256228,280.731613373411,275.26116313105,-6374796.69565217,87435.3966205984,17105259.2924592,282.91888807822,0.00342790025534975,0.210784974305526,-0.244953494141067,0.000202244739530614,265.471597323293,0.788852310437028,0.884859941713353,274.988992561544,274.935492826273,274.83226093074,274.764714583058,-46350400.3333333,86531.2249536856,335856611.68721,267.448317866009,0.0853700509624279,-0.398466879094058,-0.474812403489378,84
Russia,Kamchatka,"Ploskii Tolbachik (Kamchatka)",55.7507,160.2896,2010,16,15,9,7,11,1792,0.00948539748895285,22.5587719572985,366.739130434783,-5.56521739130435,206,274,90,254.974519624679,0.918068945407867,0.000249445155070052,0.821769943322179,1.28446590090261,271.640844662984,271.963992276238,272.969255777624,274.729364126631,-154289.805825243,86120.191135246,7930602.83214739,259.013020944441,0.002252347908583,-0.75132565745258,-0.753124900427451,258.651077082557,0.851323544979095,0.000235682158502059,0.79119074678189,1.14850254476505,272.101946438606,272.394033097873,273.291790210418,274.820464080848,-471045.905109489,86271.0058665032,10121691.5088833,262.41598119991,0.00234633163161025,-0.571169348238738,-0.639610046597873,280.603784716571,0.0696082189679146,9.87269122291494e-05,0.783162827403457,0.0596598307291667,284.000793718409,282.874102309898,279.651711089523,274.610561279014,-4746572.28888889,87315.9233832465,13934687.3645833,283.275255012512,0.00423936663754129,0.143565792507596,0.0374703950352139,0.000185942791733286,266.398185370355,0.792225512239098,0.692072956471297,275.618603138253,275.545661677922,275.427487913723,275.362794359965,-59010373.5,86804.0371043403,355601166.897135,267.908597599852,0.0781860394633351,-0.36569195156909,-0.509437476446206,80
Russia,Kamchatka,"Ploskii Tolbachik (Kamchatka) 1",55.76524,160.3206,2011,16,15,9,7,11,1792,0.00948539748895285,22.5587719572985,316.869565217391,34.8260869565217,207,274,90,254.252722170426,0.999424278736115,0.000166885038888781,0.815117962982343,1.66040392889493,269.731951715098,270.081213071151,271.192282407948,273.08705944178,-79178.5893719807,84413.530656357,8671670.46191878,258.518384724615,0.00250889917952467,-0.107293674143424,-0.279248813308188,258.381658767552,0.90910392999649,0.000160381610339865,0.780776247345908,1.50200599243461,270.485944754886,270.767534323272,271.624066234505,272.952151632657,-284417.02189781,84665.6714948297,10667811.266794,262.411439777291,0.00235156885886239,-0.023223032771526,-0.192007059888538,278.815858798557,0.0214620511978865,7.42835855042493e-05,0.747889621610995,0.0475156430844907,283.393309572008,282.109621902748,278.105518115008,272.392962582906,-4409234.82222222,85683.5608506945,15350000.4152778,282.224338248924,0.00322690960288617,0.279667235745324,0.0818220986260308,0.000202244739530614,265.471597323293,0.788852310437028,0.884859941713353,274.988992561544,274.935492826273,274.83226093074,274.764714583058,-46350400.3333333,86531.2249536856,335856611.68721,267.448317866009,0.0853700509624279,-0.398466879094058,-0.474812403489378,69
Russia,Kamchatka,"Ploskii Tolbachik (Kamchatka) 1",55.76524,160.3206,2010,16,15,9,7,11,1792,0.00948539748895285,22.5587719572985,431.565217391304,17.0434782608696,206,274,90,254.974519624679,0.918068945407867,0.000249445155070052,0.821769943322179,1.28446590090261,271.640844662984,271.963992276238,272.969255777624,274.729364126631,-154289.805825243,86120.191135246,7930602.83214739,259.013020944441,0.002252347908583,-0.75132565745258,-0.753124900427451,258.651077082557,0.851323544979095,0.000235682158502059,0.79119074678189,1.14850254476505,272.101946438606,272.394033097873,273.291790210418,274.820464080848,-471045.905109489,86271.0058665032,10121691.5088833,262.41598119991,0.00234633163161025,-0.571169348238738,-0.639610046597873,280.603784716571,0.0696082189679146,9.87269122291494e-05,0.783162827403457,0.0596598307291667,284.000793718409,282.874102309898,279.651711089523,274.610561279014,-4746572.28888889,87315.9233832465,13934687.3645833,283.275255012512,0.00423936663754129,0.143565792507596,0.0374703950352139,0.000185942791733286,266.398185370355,0.792225512239098,0.692072956471297,275.618603138253,275.545661677922,275.427487913723,275.362794359965,-59010373.5,86804.0371043403,355601166.897135,267.908597599852,0.0781860394633351,-0.36569195156909,-0.509437476446206,71
Russia,Kamchatka,"Ploskii Tolbachik (Kamchatka) 10",55.89092,160.5375,2022,10,10,1,6,6,1461,0.00948539748895285,22.5587719572985,477.739130434783,149,161,271,93,246.686192629007,1.16508233547211,0.000228736518764595,0.658123826511652,0.32018436408191,268.253740053986,268.847334121325,270.877377962227,272.903013632164,-188143.01863354,89417.0265006308,5045732.69538529,251.544004665398,0.000448704469289392,0.309729254764059,0.0842849981217157,255.189780527375,1.08318734169006,0.000189532992071478,0.657936242453726,0.240652687288591,270.414855020952,270.639881941079,271.577635393225,272.790138101519,-871390.693726937,89412.6493101601,9230312.79367505,261.128260716887,0.000922709866329281,0.329791839272334,0.0120064923390838,281.402562691747,0.126775786280632,0.000136878488311631,0.817090581608502,0.000365335881496416,285.501846142567,283.991596782507,279.411046906611,272.557337026015,-5629720.92473118,89191.7406071488,17875005.7849462,287.252854678793,0.0047397203922437,0.0309508107469073,-0.168078332391691,0.000157527959256866,267.055298065061,0.795637606760609,1.10221804924682,275.697864511494,275.608784884995,275.414489473058,275.221170548486,-47940524.3333333,85149.3568552366,366801540.931966,268.832804081761,0.11336474113331,0.00705500643043555,-0.177331543658237,57
Russia,Kamchatka,"Ploskii Tolbachik (Kamchatka) 10",55.89092,160.5375,2021,10,10,1,6,6,1461,0.00948539748895285,22.5587719572985,538.434782608696,187.478260869565,211,278,86,257.399248005654,0.915247857570648,0.000192794866424413,0.841568422449332,1.64882897351402,271.927018251464,272.253066236186,273.281553608923,275.08632006954,-61051.6872037915,84564.9581158052,8089167.21265921,261.002837480904,0.00366257456599638,-0.181236455790804,-0.323596548883459,260.712833937409,0.797741293907166,0.000184831586923245,0.792210670255071,1.43160944876911,272.364486456489,272.638538028982,273.522173252609,275.125885357388,-287187.28057554,84889.6703258486,10589929.752459,264.29484573657,0.0032856432183598,-0.0991632036453814,-0.244739044055664,279.944271834322,1.35140817292267e-05,6.8041690906813e-05,0.807492898878201,0.00671812545421512,286.706262854643,285.423506685006,281.683534282122,275.555749774903,-5761173.62790698,86028.5167416122,16925708,283.987639929897,0.00518648226229204,0.360165383002555,0.0549784584562908,0.000158178490411886,265.923381734684,0.791385112811445,1.02041856798627,275.019489796297,274.913802729627,274.630362902454,274.293117540895,-44967870.1666667,85259.1240067864,352208357.197245,267.873527201749,0.103933973491462,0.0682654650240023,-0.255849920507227,59
Russia,Kamchatka,"Ploskii Tolbachik (Kamchatka) 10",55.89092,160.5375,2020,10,10,1,6,6,1461,0.00948539748895285,22.5587719572985,486.695652173913,174.217391304348,218,291,74,256.31354548953,0.976916432380676,0.000192806876580649,0.827166942463738,1.55228118429855,270.429538974704,270.719724203104,271.633674601167,273.283437183509,-83467.3669724771,84781.6208929126,8807462.20256392,260.362770065984,0.00226655219060149,-0.0600964897269503,-0.291045678135817,260.15174745776,0.842093229293823,0.000178091693136154,0.781121679939082,1.33581403140213,271.222072323846,271.403512452203,272.050901235994,273.200284564618,-382615.567010309,85089.3476165387,11151487.2368273,264.121587252972,0.00241830914568402,-0.0275637050674544,-0.295168181465254,277.840135428283,0.0105459885671735,8.34073535762392e-05,0.773367246529003,0.0172658009572072,283.673451260403,282.468993444701,278.70445267789,272.766342738727,-4760292.97297297,85988.194082999,14287509.1891892,281.013058619456,0.00511559423824946,-0.0613005956013998,-0.203646754896319,0.000159108637984544,264.654302292819,0.779133251116262,1.07219891769553,273.708689148954,273.61249797592,273.378767084448,273.113696048789,-38630176.8333333,85262.0992603463,358651559.826396,267.477051943613,0.0909460939699602,-0.0360578668316181,-0.281465691397542,65
Russia,Kamchatka,"Ploskii Tolbachik (Kamchatka) 10",55.89092,160.5375,2019,10,10,1,6,6,1461,0.00948539748895285,22.5587719572985,333.521739130435,116.434782608696,197,274,90,255.613798877309,0.903330683708191,0.000192801069386316,0.844486808716343,1.47381891292566,271.740264153521,272.031037464561,272.925614816888,274.52316444255,-33040.3350253807,84678.9353551978,6936317.21353754,259.553821315217,0.00348092973483179,0.0382870530517372,-0.292291696099864,259.516908504087,0.840083658695221,0.000181988031215911,0.796130251855456,1.32888029149559,272.115311759522,272.337397723882,273.04726427547,274.369093952968,-369831.481751825,84996.5058106657,10218516.1475527,263.354136499465,0.0030843945723075,0.0171871469548729,-0.29813038258657,278.777807553609,0.0308668911457062,8.43721269457429e-05,0.776186272391566,0.0503716362847222,284.076961948253,282.952343304952,279.574455070496,274.070080502828,-4870873.95555556,86085.1418366609,15826473.1770833,281.977076177244,0.004345114587808,0.270405767582081,-0.119088510672251,0.000155620543973848,264.22599672929,0.784932923577389,1.32383531790826,273.476119051343,273.399885390224,273.175902712661,272.921092990918,-31127519.5,84559.2269879595,344795208.65684,266.832611875083,0.10905737388011,-0.10114738843581,-0.279769745387454,59
Russia,Central Siberia,"Chara Belenky",56.76038,118.18903,2021,9,9,4,3,3,743,0.100813629276184,352.550917164705,2958.95652173913,1376.4347826087,169,278,86,248.273077041205,1.27293813228607,0.000351674480022058,0.679088409718206,0.388950445713141,268.855227457231,269.303046924358,270.781351476967,272.798095887465,-195163.585798817,93009.882764346,6038593.05544159,253.292651735114,0.00042407079777848,0.0089247544136273,-0.562304929633582,256.574786549849,1.08233666419983,0.000284971450444319,0.686605859288781,0.285793679509517,270.891350181269,271.066986774655,271.79020504071,272.756988372162,-969217.73381295,92835.0335321587,9414017.82030635,262.329646865241,0.000983689180134469,0.0243363107422845,-0.445893988049002,283.350946263749,0.118144012987614,0.000156046533884928,0.845319307589716,0.000543638717296512,285.732264223025,284.068738397702,279.128817632217,272.46624862316,-5369141.74418605,92119.1156753422,16250620.7906977,288.21198026524,0.00369208134010634,-0.107012739939283,-0.271795200747113,0.000179010381412513,265.20140446668,0.729412131377466,0.227173489363736,274.578398696675,274.456162263554,274.31855849541,274.168918341625,-58933044.3333333,89822.9413574969,331854991.863912,267.625456146556,0.0590534678402263,0.108273292972908,-0.034140361954855,87
Russia,Central Siberia,"Chara Belenky",56.76038,118.18903,2020,9,9,4,3,3,743,0.100813629276184,352.550917164705,2645.73913043478,1216.5652173913,165,260,104,247.075225190442,1.24660956859589,0.000212527992147388,0.706924372128766,0.366484917534722,269.144618306016,269.747020170424,271.720190822717,273.95158290285,-221948.836363636,89897.1635919744,5841341.18204901,252.018106938372,0.000591124403003322,0.178082600988523,0.0729027133999449,254.51706318244,1.16576540470123,0.000193086199653454,0.693253813340113,0.315137501252003,270.337435573187,270.708293980818,272.149037226652,274.174164845393,-706149.176923077,89830.1736509665,9121110.59371901,260.049313127078,0.000845266700178617,0.18050016057797,0.00539471094424909,282.050500765825,0.106762617826462,0.000141952091302627,0.821211318174998,0.00082240960536859,285.361210859739,283.99746679037,279.874803555317,274.16442441329,-5034668.36538462,89803.406649076,15467634.1923077,287.088029904243,0.00468311553641298,-0.0718509734441073,-0.128628526360561,0.000180640772737233,266.305409820777,0.736274984458692,0.213778542063761,275.088845575373,274.856053567645,274.324078579642,273.785141220275,-60505082.8333333,89933.4142926096,336214536.159729,269.031698675307,0.0528360631549549,0.133009783149561,0.00487858391768733,92.1714359504132
